type,city,neighborhood,sold,price,toList,aboveList,dom,forSale,newlyListed,priceDrop,soldYoY,priceYoY,toListYoY,aboveListYoY,domYoY,forSaleYoY,newlyListedYoY,priceDropYoY
neighborhood,Edmonds,Yost Park,22,162955,-0.002689684,0.545454545,28,12,41,0.295774648,-0.24137931,-0.185286104,-0.002992165,0.338557994,12,1,0.782608696,0.178127589
neighborhood,Everett,Bayside,22,141454,-0.011970425,0.136363636,77,10,34,0.295081967,-0.3125,-0.064389605,0.001868858,-0.238636364,-36,-0.333333333,0.214285714,0.226900149
neighborhood,Everett,Boulevard Bluffs,0,,,,,0,0,,,,,,,,,
neighborhood,Everett,Cascade View,14,170577,0.0198349,0.285714286,84,11,20,0.107692308,-0.222222222,1.142631043,0.00721773,-0.26984127,128,-0.083333333,-0.534883721,-0.109698997
neighborhood,Everett,Delta,18,219500,0.020638253,0.666666667,31,7,27,0.097560976,,,,,,,3.5,-0.175166297
neighborhood,Everett,Downtown,13,93076,0.080834926,0.461538462,100,3,15,0.35,0.083333333,0.168635821,-0.037434576,-0.538461538,-30,-0.5,1.5,0.266666667
neighborhood,Everett,Everett Mall South,20,199830,3.73E-05,0.15,42,7,25,0.363636364,-0.130434783,1.029307824,0.022396335,0.019565217,38,-0.222222222,0.136363636,0.305944056
neighborhood,Everett,Evergreen,58,85051,-0.015953171,0.189655172,59,13,37,0.25,2.625,0.20579854,-0.040837197,-0.622844828,10,-0.1875,-0.097560976,-0.079896907
neighborhood,Everett,Glacier View,3,,,,,2,4,0.333333333,,,,,,-0.6,0.333333333,0.020833333
neighborhood,Everett,Harborview-Seahurst-Glenhaven,16,201187,-0.014360674,0,97,4,3,0.363636364,1,0.230501529,-0.048843433,-0.5,-38,0,-0.823529412,0.132867133
neighborhood,Everett,Holly,27,252876,0.007882263,0.555555556,15,13,24,0.171052632,-0.205882353,0.364632745,0.004967722,0.14379085,11,0.625,0.5,-0.016447368
neighborhood,Everett,Lowell,0,,,,,0,0,,,,,,,,-1,
neighborhood,Everett,Northwest,6,172000,0.047741935,0.5,4,2,3,0.3,,,,,,,,
neighborhood,Everett,Northwest Everett,6,172000,0.047741935,0.5,4,3,10,0.157894737,1,,,,,,1.5,0.157894737
neighborhood,Everett,Pinehurst,10,166350,-0.019985181,0.3,47,8,23,0.255319149,0,-0.035400539,-0.004833666,0.3,-22,0.333333333,4.75,0.043197937
neighborhood,Everett,Port Gardner,13,114919,0.020456273,0.230769231,57,8,19,0.063829787,-0.071428571,0.004290908,0.056581628,0.230769231,-39,0.333333333,-0.05,-0.071305348
neighborhood,Everett,Riverside,3,,,,,2,10,0,-0.25,,,,,-0.333333333,0,-0.368421053
neighborhood,Everett,Silver Lake,56,210003,0.000829406,0.446428571,9,15,69,0.252747253,0.12,-0.130062138,0.002401211,0.046428571,6,0.363636364,0.468085106,0.127747253
neighborhood,Everett,South Forest Park,3,,,,,1,3,0.375,,,,,,,,
