region,city,neighborhood,sold,price,toList,aboveList,dom,forSale,drop,soldYoY,priceYoY,toListYoY,aboveListYoY,domYoY,forSaleYoY,dropYoY
neighborhood,Issaquah,Montreux,14,899500,0,0.429,10,12,0.23,0.75,0.058,0,0.429,-4,1.4,0.146
neighborhood,Issaquah,Newport,17,734571,-0.002,0.353,21,4,0,0.133,0.206,-0.002,0.086,22,-0.6,-0.083
neighborhood,Issaquah,North Issaquah,9,851722,0.04,0.444,17,6,0.167,-0.526,0.158,0.046,0.181,19,-0.143,-0.066
neighborhood,Issaquah,Olde Town,10,360000,0.007,0.4,8,5,0.233,0,0.084,0,0.1,5,-0.167,0.148
neighborhood,Issaquah,Providence Point,0,,,,,0,,-1,,,,,,
neighborhood,Issaquah,Squak Mountain,50,487300,0.01,0.54,8,15,0.216,-0.107,0.064,0.009,-0.031,0,0.071,0.134
neighborhood,Issaquah,Sycamores,3,396450,0.017,0,76,3,0.333,-0.4,-0.433,0.007,-0.8,-8,0.5,0.333
neighborhood,Issaquah,Talus,48,743198,0.006,0.583,6,13,0.025,0.231,0.196,0.002,0.122,9,0,-0.012
neighborhood,Kenmore,Inglewood,203,437200,0.001,0.483,8,76,0.166,0.086,0.024,0,-0.009,3,0.226,-0.009
neighborhood,Kenmore,Kenmore,210,435652,0.001,0.481,8,87,0.173,-0.091,-0.009,0.001,0.031,5,0.145,0
neighborhood,Kirkland,Bridle Trails,26,855433,0.002,0.385,19,13,0.088,-0.188,0.521,-0.015,-0.147,-11,0.083,-0.057
neighborhood,Kirkland,Central Houghton,35,997845,-0.005,0.343,13,16,0.091,-0.255,0.217,0.001,-0.04,41,-0.273,0.029
neighborhood,Kirkland,Downtown,16,1251250,-0.068,0.25,14,17,0.235,-0.667,0.597,-0.051,-0.167,7,-0.15,0.017
neighborhood,Kirkland,Everest,11,724545,0.014,1,23,4,0.222,-0.267,-0.017,0.01,0.467,-18,-0.2,0.107
neighborhood,Kirkland,Feriton,38,981726,-0.005,0.342,7,16,0.141,-0.345,0.047,-0.001,-0.003,32,-0.467,0.021
neighborhood,Kirkland,Finn Hill,177,438266,0.007,0.525,7,59,0.177,-0.173,0.036,-0.003,-0.063,0,0.017,-0.001
neighborhood,Kirkland,Firloch,5,497800,0.086,1,14,3,0.118,,,,,,-0.571,-0.053
neighborhood,Kirkland,Highlands,22,705182,-0.011,0.227,28,16,0.167,-0.633,0.329,-0.009,-0.239,-4,0,-0.086
neighborhood,Kirkland,Juanita,72,492782,0,0.444,13,30,0.137,-0.455,0.046,-0.016,-0.146,-7,-0.231,-0.03
neighborhood,Kirkland,Lake Park,6,464517,-0.015,0,46,7,0.314,-0.818,-0.168,-0.003,-0.333,-25,-0.222,0.277
neighborhood,Kirkland,Lakeview,10,945000,-0.002,0.6,22,12,0.307,-0.6,-0.33,0.027,0.56,-5,0.2,0.22
neighborhood,Kirkland,Manitou,9,960756,-0.014,0,9,4,,,,,,,-0.2,
neighborhood,Kirkland,Market,16,1251250,-0.068,0.25,14,19,0.237,-0.692,0.563,-0.051,-0.154,10,-0.136,0.04
neighborhood,Kirkland,Moss Bay,19,1054947,0,0.263,3,6,0.108,-0.24,0.322,0.014,-0.017,58,-0.647,-0.007
neighborhood,Kirkland,Norkirk,84,1007905,-0.013,0.274,14,30,0.225,-0.067,0.33,-0.006,-0.048,-6,-0.032,0.154
neighborhood,Kirkland,North Juanita,39,448694,0.012,0.667,7,9,0.164,0.147,0.22,-0.046,-0.157,-3,-0.182,-0.018
neighborhood,Kirkland,North Rose Hill,73,560896,0.016,0.63,8,32,0.116,-0.014,0.071,0.017,0.157,-1,-0.086,-0.105
neighborhood,Kirkland,Oskams Corner,25,449236,0.012,0.6,21,12,0.232,-0.375,0.266,-0.002,-0.075,-15,-0.294,0.163
neighborhood,Kirkland,South Juanita,37,609054,-0.007,0.27,23,22,0.084,-0.622,0.223,-0.004,-0.26,-16,-0.214,-0.076
neighborhood,Kirkland,South Rose Hill,47,506319,0.003,0.553,8,12,0.151,-0.096,-0.148,0.004,0.207,5,-0.455,0.074
neighborhood,Kirkland,Sweetbriar,19,477803,0.009,0.632,6,13,0.143,-0.558,0.161,-0.017,0.004,8,0.3,0.091
neighborhood,Kirkland,Totem Lake,2,,,,,1,1,-0.714,,,,,,1
neighborhood,Lynnwood,Alderwood Manor,129,334563,0,0.341,19,64,0.246,-0.213,0.003,0,-0.135,-4,0.103,0.137
neighborhood,Lynnwood,Beverly Acres,11,298636,0.012,0.818,16,10,0.19,-0.522,-0.047,-0.005,0.253,-7,0.25,0.07
neighborhood,Lynnwood,Cedar Valley,12,374500,0.009,0.667,10,4,0.222,0.5,0.447,0.049,-0.083,16,1,0.022
neighborhood,Lynnwood,Dale Way Neighborhood Park,17,298232,-0.013,0,7,5,0.346,0.545,0.146,-0.017,-0.545,1,0,
neighborhood,Lynnwood,Floral Hills,51,356039,0,0.353,8,21,0.189,-0.463,-0.012,0,-0.005,27,-0.192,0.132
neighborhood,Lynnwood,Lake Serene,43,372672,0,0.419,30,23,0.124,0.049,0.196,-0.003,-0.094,-11,0.643,-0.031
neighborhood,Lynnwood,Logan Park,14,463937,0.014,0.5,18,7,0.182,-0.364,0.429,0,-0.182,4,-0.3,0.116
neighborhood,Lynnwood,Lynndale Park,44,334352,-0.01,0.273,6,11,0.212,0.257,0.268,-0.035,-0.442,-1,-0.267,0.107
neighborhood,Lynnwood,Martha Lake,132,375048,-0.002,0.174,31,62,0.243,-0.148,0.126,-0.006,-0.4,-17,-0.088,0.127
neighborhood,Lynnwood,Seattle Heights,9,257222,-0.018,0.333,42,9,0.232,-0.438,-0.003,-0.005,0.333,-19,-0.182,0.078
neighborhood,Medina,Hunts Point,19,2220526,-0.055,0.053,91,18,0.181,-0.136,-0.073,-0.045,-0.22,-80,-0.182,0.028
neighborhood,Mercer Island,Beaumont,34,2164485,-0.045,0.088,49,7,0.19,4.667,1.572,-0.034,0.088,-1,-0.417,-0.185
neighborhood,Mercer Island,East Seattle,29,1362062,-0.009,0.241,31,14,0.119,0.318,-0.125,0.01,-0.168,53,-0.125,0.013
neighborhood,Mercer Island,First Hill,4,798250,-0.003,0.5,10,2,,-0.667,-0.091,-0.006,0.083,-4,,
neighborhood,Mercer Island,Fortuna,19,1660211,0.02,0.474,50,12,0.143,0.9,0.759,0.039,0.174,3,0.5,0.012
neighborhood,Mercer Island,McGilvara,10,1480500,-0.019,0.3,17,4,,,,,,,-0.333,
neighborhood,Mercer Island,Mercer Heights,7,910429,0,0.429,39,2,,,,,,,,
neighborhood,Mercer Island,Mercerwood,19,1629474,-0.021,0.263,32,6,0.205,-0.296,0.472,-0.019,-0.218,-13,-0.25,0.056
neighborhood,Mercer Island,Mid-Island,2,,,,,3,0.333,-0.6,,,,,0,0.111
neighborhood,Mercer Island,Pioneer Park,35,1001222,0.039,0.6,5,16,0.103,0.094,0.092,0.046,0.256,4,1,-0.097
neighborhood,Mercer Island,South End,99,1192216,-0.004,0.323,8,47,0.214,0.076,0.126,0.01,0.019,1,0.022,-0.004
neighborhood,Mercer Island,The Lakes,9,2070333,-0.01,0.444,10,2,0.545,0.125,0.608,-0.09,-0.306,-5,,0.212
neighborhood,Mountlake Terrace,East Terrace,47,334997,0.002,0.362,27,10,0.333,1.136,0.145,-0.024,-0.093,-15,-0.286,0.195
neighborhood,Mountlake Terrace,Gateway,33,296895,0.001,0.424,12,9,0.189,0.138,0.392,-0.045,-0.3,27,-0.357,0.028
neighborhood,Mountlake Terrace,Lake Ballinger,15,481567,-0.007,0.133,39,4,0.037,-0.211,0.812,-0.005,-0.288,-23,-0.429,-0.281
neighborhood,Mountlake Terrace,Lake Ballinger,36,327306,-0.011,0.25,31,17,0.12,-0.357,0.11,-0.003,0.054,-15,-0.056,-0.087
neighborhood,Mountlake Terrace,Town Center,32,275313,0.007,0.469,26,12,0.187,-0.086,0.319,0.001,-0.017,-8,-0.143,0.141
neighborhood,Newcastle,May Creek,108,549894,0.005,0.519,11,47,0.135,-0.321,0.214,0.002,0.022,-1,-0.19,-0.003
neighborhood,Normandy Park,Highline,114,473526,-0.009,0.316,46,42,0.222,0.373,0.33,-0.007,0.015,-26,0.024,0.116
neighborhood,Normandy Park,Woodside Park,80,503958,0,0.388,62,26,0.209,1.051,0.924,0.003,0.131,-37,0.083,0.132
neighborhood,Redmond,Downtown,3,420000,-0.023,0,24,1,0,,,,,,,0
neighborhood,Redmond,Education Hill,138,569181,0.024,0.775,7,49,0.058,-0.343,0.009,0.015,0.104,0,-0.234,-0.039
neighborhood,Redmond,English Hill,34,619290,-0.002,0.235,20,10,0.085,-0.15,0.157,-0.009,-0.24,-14,-0.412,-0.048
neighborhood,Redmond,Grass Lawn,70,578293,0.068,0.786,7,31,0.09,-0.213,0.199,0.064,0.37,3,0.409,-0.009
neighborhood,Redmond,Idylwood,58,638500,0.014,0.621,7,20,0.111,-0.37,0.102,-0.002,-0.031,-1,-0.048,-0.03
neighborhood,Redmond,North Redmond,63,772455,-0.001,0.429,11,52,0.114,-0.526,0.124,-0.005,-0.278,5,-0.103,0.071
neighborhood,Redmond,Overlake,89,650494,0.022,0.663,7,32,0.105,-0.299,0.133,0.006,0.064,-1,-0.059,-0.017
neighborhood,Redmond,River Trail,0,,,,,0,,,,,,,,
neighborhood,Redmond,Rose Hill / Willows,34,568079,0.002,0.294,15,15,0.163,1.267,-0.053,-0.016,-0.573,-10,2,-0.095
neighborhood,Redmond,Sammamish Valley,10,995922,-0.021,0.1,61,6,0.038,-0.545,0.16,-0.008,-0.4,144,-0.455,0.038
neighborhood,Redmond,Southeast Redmond,7,744186,0.038,1,4,4,0.259,-0.563,0.127,-0.014,0.375,0,0,
neighborhood,Redmond,Town Center,0,,,,,0,,,,,,,,
neighborhood,Redmond,Valley View,0,,,,,0,,,,,,,,
neighborhood,Redmond,Willow-Rose Hill,39,656010,0.003,0.205,16,16,0.153,1.053,0.227,-0.011,-0.479,-1,2.2,-0.105
neighborhood,Renton,Boulevard Lane,20,304635,0.006,0.3,24,11,0.379,-0.512,-0.084,0.012,-0.09,7,0.222,0.247
neighborhood,Renton,Briarwood,16,309813,-0.035,0.188,61,8,0.422,-0.484,0.012,-0.035,-0.167,-34,-0.333,0.228
neighborhood,Renton,Briarwood,110,411372,0,0.345,16,68,0.246,-0.396,0.084,0,-0.067,-6,0.308,0.071
neighborhood,Renton,Candlewood Ridge,101,350573,0,0.257,19,38,0.182,-0.327,0.12,0,-0.056,-1,-0.269,0.045
neighborhood,Renton,Carriage Wood,14,334664,-0.009,0,17,10,0.271,-0.611,-0.027,-0.036,-0.639,-3,0.111,-0.025
neighborhood,Renton,Cascade,56,219429,0.01,0.482,16,22,0.03,-0.222,0.087,-0.028,-0.143,-6,-0.154,-0.105
neighborhood,Renton,Cascade Vista,67,262572,0.003,0.507,8,32,0.062,-0.082,0.231,-0.02,0.001,-1,0.103,-0.094
neighborhood,Renton,Downtown,7,190378,-0.022,0.571,71,4,0.385,-0.708,-0.192,0.002,0.321,-42,-0.2,0.191
neighborhood,Renton,Emerald Crest,2,,,,,4,0.143,-0.667,,,,,3,0.143
neighborhood,Renton,Fairwood Firs,4,379950,0,0,2,2,0,-0.692,0.009,-0.022,-0.462,5,,-0.273
neighborhood,Renton,Highlands Park,30,229567,0.003,0.5,34,19,0.188,-0.118,0.162,-0.01,0,12,0.188,0.034
neighborhood,Renton,Kennydale,129,455466,0,0.519,8,50,0.155,0.194,0.217,0.001,0.149,7,0.19,-0.014
neighborhood,Renton,Liberty Ridge,21,332210,-0.009,0.19,14,12,,-0.125,0.128,-0.041,-0.726,-6,1.4,
neighborhood,Renton,Maple Valley Heights,12,224917,-0.048,0.167,67,11,0.189,0.091,-0.266,-0.062,-0.288,-62,0.375,0.067
neighborhood,Renton,Maplewood Heights,124,436452,-0.002,0.282,48,59,0.213,-0.266,0.129,-0.004,-0.238,-39,0.255,0.11
neighborhood,Renton,Northwest Spring Glen,84,287411,-0.003,0.262,15,38,0.209,-0.208,-0.044,-0.003,-0.097,1,0.086,0.081
neighborhood,Renton,Renton Park,25,197174,0.018,0.56,28,7,0.073,-0.519,-0.176,-0.013,0.022,-14,-0.417,-0.036
neighborhood,Renton,Southeast Spring Glen,127,312191,0.003,0.409,21,66,0.227,-0.31,0.076,0.004,-0.004,-8,0.294,0.074
neighborhood,Renton,Southwest Spring Glen,135,287115,0.001,0.459,18,63,0.187,-0.318,-0.039,0,0.075,-7,-0.016,0.001
neighborhood,Renton,Springbrook,44,275605,0,0.455,17,15,0.182,-0.457,-0.211,-0.002,0.01,3,-0.483,-0.023
neighborhood,Renton,Talbot Hill,52,325673,-0.005,0.269,16,29,0.225,-0.224,0.003,-0.006,-0.074,3,0.381,0.17
neighborhood,Sammamish,Aldarra Estates,7,1058571,-0.019,0,12,4,0.158,1.333,0.06,-0.019,0,-5,-0.333,0.04
neighborhood,Sammamish,Sahalee,25,694800,0.004,0.44,11,12,0.246,-0.074,0.211,0.007,0.033,4,0.091,0.153
neighborhood,Seatac,Seattle-Tacoma International Airport,214,273575,-0.001,0.318,42,86,0.255,0.014,0.282,-0.001,-0.009,-15,-0.044,0.069
neighborhood,Seattle,Adams,44,573724,0.038,0.591,6,13,0.103,-0.482,0.129,0.028,0.191,1,-0.278,0.009
neighborhood,Seattle,Admiral,167,607493,0.014,0.461,8,67,0.165,-0.062,0.189,0.011,0.045,-1,0.288,-0.081
neighborhood,Seattle,Alki,52,657842,0.027,0.519,6,23,0.212,0.02,0.023,0.045,0.225,26,-0.148,0.07
neighborhood,Seattle,Allentown,71,238028,-0.007,0.324,12,30,0.121,-0.437,0.073,-0.011,-0.176,12,-0.412,-0.163
neighborhood,Seattle,Arbor Heights,75,394497,0.001,0.347,9,26,0.216,-0.25,0.214,0.003,0.017,9,-0.133,0.011
neighborhood,Seattle,Atlantic,21,414214,0.002,0.476,4,13,0.205,-0.488,-0.011,0.002,0.232,2,-0.278,-0.01
neighborhood,Seattle,Ballard,328,561123,0.03,0.637,7,91,0.112,-0.18,0.132,0.025,0.125,0,-0.157,0.003
neighborhood,Seattle,Beacon Hill,265,347280,0,0.377,9,96,0.154,-0.131,0.131,0,0.072,3,0.143,0.031
neighborhood,Seattle,Belltown,0,,,,,0,,,,,,,,
neighborhood,Seattle,Bitter Lake,61,425138,0.012,0.459,12,16,0.093,0.052,0.164,0.005,-0.144,-6,-0.2,-0.155
neighborhood,Seattle,Briarcliff,92,845411,-0.007,0.37,14,48,0.101,-0.193,0.052,-0.005,-0.06,-6,-0.059,-0.001
neighborhood,Seattle,Broadmoor,13,1495038,0.001,0.462,28,9,0.064,-0.705,-0.129,0.033,0.257,5,-0.25,-0.031
neighborhood,Seattle,Broadview,85,485047,0.004,0.518,10,34,0.186,-0.133,-0.071,0.005,0.14,-3,0.097,0.062
neighborhood,Seattle,Broadway,30,1118767,-0.043,0.267,37,17,0.126,-0.063,0.416,-0.037,-0.046,-12,-0.19,0.021
neighborhood,Seattle,Bryant,51,626412,0.056,0.922,6,14,0.036,-0.089,0.054,0.058,0.493,1,0,-0.063
neighborhood,Seattle,Bryn Mawr,36,355639,0.003,0.389,13,18,0.209,-0.308,0.192,-0.027,-0.053,8,0.059,0.023
neighborhood,Seattle,Capitol Hill,139,930101,0.017,0.532,7,51,0.141,0.139,-0.019,0.027,0.213,5,-0.164,-0.016
neighborhood,Seattle,Cascade,23,786300,-0.003,0.304,14,6,0,6.667,-0.393,0.038,0.304,26,2,-0.071
neighborhood,Seattle,Cedar Park,43,430343,0.001,0.512,25,23,0.196,-0.476,0.375,0.001,0.268,-20,0.15,-0.026
neighborhood,Seattle,Central Business District,0,,,,,0,,,,,,,,
neighborhood,Seattle,Central District,97,536031,0.009,0.629,7,39,0.169,-0.254,0.096,0.008,0.198,2,0.3,0.081
neighborhood,Seattle,Cherry Hill,56,637603,0.009,0.625,7,23,0.107,-0.125,0.207,0.006,0.203,1,0.643,-0.008
neighborhood,Seattle,Columbia City,66,373330,0.001,0.379,9,34,0.256,-0.421,0.062,-0.006,-0.165,0,-0.292,0.04
neighborhood,Seattle,Crown Hill,37,462784,0.046,0.73,7,16,0.168,-0.393,0.2,0.015,0.09,2,-0.238,0.152
neighborhood,Seattle,Delridge,344,304703,0,0.381,14,131,0.211,0.003,0.143,0,-0.019,-4,-0.037,-0.059
neighborhood,Seattle,Denny Blaine,21,1346190,-0.029,0.19,126,16,0.122,-0.523,0.049,-0.016,-0.128,-113,-0.429,-0.045
neighborhood,Seattle,Denny Regrade,0,,,,,0,,,,,,,,
neighborhood,Seattle,Denny Triangle,0,,,,,0,,,,,,,,
neighborhood,Seattle,Downtown,0,,,,,0,,,,,,,,
neighborhood,Seattle,Dunlap,46,312130,-0.004,0.174,17,19,0.283,0.484,0.374,0.012,0.013,0,-0.208,-0.055
neighborhood,Seattle,Eastlake,23,786300,-0.003,0.304,14,4,0,6.667,-0.393,0.038,0.304,26,3,-0.2
neighborhood,Seattle,East Queen Anne,53,1080434,-0.002,0.547,13,22,0.147,-0.369,0.502,0.001,0.035,-5,-0.154,-0.031
neighborhood,Seattle,Fairmount Park,33,435704,0.042,0.788,10,12,0.239,-0.25,-0.077,0.044,0.424,2,-0.4,0.018
neighborhood,Seattle,Fauntleroy,123,506504,-0.002,0.358,9,33,0.131,0.034,-0.011,-0.001,0.08,8,-0.175,-0.074
neighborhood,Seattle,First Hill,0,,,,,0,,,,,,,,
neighborhood,Seattle,Fremont,70,571539,0.002,0.514,9,18,0.064,-0.213,0.093,-0.005,-0.048,-3,-0.182,-0.091
neighborhood,Seattle,Gatewood,82,454451,-0.004,0.207,13,33,0.178,-0.137,0.07,-0.012,-0.308,-6,0.179,-0.051
neighborhood,Seattle,Genesee,60,483237,0.045,0.633,6,20,0.205,-0.178,0.194,0.039,0.14,1,-0.259,-0.042
neighborhood,Seattle,Georgetown,9,258333,-0.069,0.444,40,4,0.368,0.8,0.013,-0.008,0.444,-24,0,0.273
neighborhood,Seattle,Greater Duwamish,314,331642,0,0.366,10,116,0.18,-0.065,0.129,0,0.042,3,0.196,0.069
neighborhood,Seattle,Green Lake,60,652917,0.003,0.367,8,19,0.112,-0.412,0.074,-0.021,-0.241,-2,-0.5,-0.109
neighborhood,Seattle,Greenwood,106,454691,0.023,0.613,6,42,0.243,-0.456,0.136,0.02,0.131,2,-0.288,0.063
neighborhood,Seattle,Haller Lake,100,378101,0.003,0.38,10,34,0.164,0.389,0.171,0.004,-0.092,-3,0.172,0.039
neighborhood,Seattle,Hawthorne Hills,18,640889,0.026,0.833,6,3,0.389,-0.333,0.103,-0.043,0.167,0,-0.5,0.231
neighborhood,Seattle,Highland Park,85,244311,-0.008,0.271,16,32,0.228,-0.045,-0.026,-0.008,-0.19,-9,0.067,-0.049
neighborhood,Seattle,High Point,70,336792,-0.001,0.286,10,30,0.264,0.045,0.097,-0.01,-0.222,5,0,-0.102
neighborhood,Seattle,Hillman City,35,322684,-0.014,0.286,17,16,0.216,-0.386,0.013,-0.027,-0.311,-1,0,0.035
neighborhood,Seattle,Holly Park,7,320643,0.063,0.857,10,4,0.042,-0.667,0.107,0.039,0.571,1,-0.2,-0.069
neighborhood,Seattle,Industrial District,4,125000,-0.167,0,38,1,0,0,-0.155,-0.092,0,18,,-0.143
neighborhood,Seattle,Interbay,2,,,,,2,0.333,-0.333,,,,,,0.256
neighborhood,Seattle,International District,0,,,,,0,,,,,,,,
neighborhood,Seattle,Judkins Park,34,408525,0.03,0.441,3,20,0.2,-0.521,-0.045,0.03,0.216,11,-0.231,-0.016
neighborhood,Seattle,Junction,16,559656,0.055,0.688,9,8,0.128,-0.5,0.159,0.047,0.156,-2,-0.333,-0.095
neighborhood,Seattle,Lake City,239,409955,0.025,0.577,7,85,0.175,-0.299,0.119,0.025,0.117,0,-0.133,0.011
neighborhood,Seattle,Lakeridge,48,391354,0.001,0.229,15,24,0.049,-0.385,0.314,0.003,-0.361,-3,0.143,-0.069
neighborhood,Seattle,Lake Union,23,786300,-0.003,0.304,14,6,0,6.667,-0.393,0.038,0.304,26,0.5,-0.154
neighborhood,Seattle,Laurelhurst,69,1109203,-0.001,0.42,8,21,0.105,-0.198,0.103,0,0.002,0,-0.16,-0.027
neighborhood,Seattle,Laurelhurst / Sandpoint,55,1230327,0.015,0.455,6,16,0.104,-0.368,0.233,0.017,0.041,1,-0.36,-0.017
neighborhood,Seattle,Lawton Park,71,542669,0.045,0.676,7,23,0.117,-0.184,-0.041,0.017,0.136,-1,-0.179,-0.045
neighborhood,Seattle,Leschi,59,820627,-0.006,0.339,27,24,0.116,-0.263,0.15,-0.004,-0.049,-18,-0.368,-0.076
neighborhood,Seattle,Licton Springs,47,375224,0.001,0.489,24,12,0.135,-0.217,0.012,-0.003,0.123,-17,-0.455,-0.098
neighborhood,Seattle,Lower Queen Anne,10,1663300,-0.015,0.5,10,6,0.139,,,,,,0.2,-0.206
neighborhood,Seattle,Loyal Heights,91,529227,0.014,0.505,8,24,0.148,-0.173,0.171,-0.013,-0.158,0,-0.226,0.083
neighborhood,Seattle,Madison Park,59,1380339,-0.013,0.305,17,33,0.111,-0.576,0.077,0.017,0.19,9,-0.34,-0.046
neighborhood,Seattle,Madison Valley,25,595538,0.039,0.8,5,6,0,0.042,0.035,0.035,0.467,0,0,-0.026
neighborhood,Seattle,Madrona,44,804830,0.001,0.386,11,19,0.17,-0.405,0.144,-0.025,-0.195,-3,-0.05,-0.022
neighborhood,Seattle,Madrona Valley,37,535338,0.033,0.676,8,23,0.158,-0.593,0.13,0.033,0.313,3,0.15,0.093
neighborhood,Seattle,Magnolia,242,717622,0,0.459,9,95,0.119,-0.244,0.06,-0.006,-0.057,-2,-0.12,-0.027
neighborhood,Seattle,Mann,34,550529,0.028,0.647,7,17,0.216,-0.493,0.177,0.033,0.289,6,0.133,0.171
neighborhood,Seattle,Maple Leaf,117,485476,0.008,0.436,6,26,0.188,-0.017,0.125,-0.011,-0.018,1,-0.35,0.019
neighborhood,Seattle,Matthews Beach,55,551943,0.077,0.782,8,21,0.213,-0.36,0.182,0.072,0.375,1,-0.3,0.004
neighborhood,Seattle,Meadowbrook,46,397407,0.03,0.5,8,10,0.131,-0.021,-0.054,0.017,-0.223,-1,-0.167,0.033
neighborhood,Seattle,Mid-Beacon Hill,102,333711,-0.001,0.382,12,42,0.155,-0.315,0.158,0,0.074,-3,0.077,0.02
neighborhood,Seattle,Minor,56,637603,0.009,0.625,7,22,0.111,-0.125,0.207,0.006,0.203,1,0.571,-0.008
neighborhood,Seattle,Montlake,41,770141,0.034,0.683,6,15,0.143,-0.549,0.053,0.035,0.276,0,-0.464,-0.104
neighborhood,Seattle,Mount Baker,73,644836,0.003,0.479,10,36,0.102,-0.318,0.058,0.007,0.05,1,-0.217,-0.079
neighborhood,Seattle,North Beach,18,652056,0.006,0.611,21,11,0.147,-0.609,0.028,0.006,0.111,-8,-0.083,-0.067
neighborhood,Seattle,North Beacon Hill,107,422575,0,0.299,8,28,0.139,0.305,0.176,0.002,-0.116,7,0.273,0.042
neighborhood,Seattle,North Capitol Hill,28,1024286,-0.002,0.286,12,10,0.208,-0.067,-0.023,0.009,-0.148,1,0,-0.054
neighborhood,Seattle,North College Park,41,373357,0.001,0.488,27,10,0.123,-0.18,0.001,-0.007,0.048,-16,-0.5,-0.142
neighborhood,Seattle,North Delridge,29,292155,0.024,0.586,20,12,0.093,-0.275,0.023,0.021,0.211,-13,-0.4,-0.09
neighborhood,Seattle,Northeast Seattle,523,582085,0.025,0.598,7,142,0.126,-0.175,0.001,0.014,0.081,0,-0.245,0.012
neighborhood,Seattle,Northgate,241,418873,0,0.411,8,73,0.144,-0.032,0.115,-0.001,-0.023,0,-0.18,-0.023
neighborhood,Seattle,North Queen Anne,60,692367,0.016,0.6,9,24,0.176,-0.406,0.105,0.016,0.263,1,-0.2,0.039
neighborhood,Seattle,North Seattle,340,430688,0.008,0.526,7,118,0.164,-0.278,0.135,0.007,0.083,0,-0.163,0.007
neighborhood,Seattle,Northwest Seattle,538,457447,0.002,0.504,7,175,0.173,-0.243,0.028,0.001,-0.008,0,-0.262,-0.007
neighborhood,Seattle,Olympic Hills,53,375729,0.002,0.509,8,21,0.22,-0.361,0.134,-0.001,0.003,0,-0.192,0.071
neighborhood,Seattle,Olympic Manor,25,630671,0.013,0.68,11,9,0.278,-0.457,0.119,0.004,0.071,-2,-0.25,0.21
neighborhood,Seattle,Phinney Ridge,91,595736,0.042,0.593,8,22,0.143,-0.35,0.031,0.029,0.008,-2,-0.463,-0.02
neighborhood,Seattle,Pike Place,0,,,,,0,,,,,,,,
neighborhood,Seattle,Pinehurst,27,360630,0.01,0.556,12,14,0.082,-0.206,0.028,0.011,0.438,15,0.4,-0.058
neighborhood,Seattle,Pioneer Square,0,,,,,0,,,,,,,,
neighborhood,Seattle,Portage Bay,7,1181429,-0.007,0,22,8,0.359,-0.125,0.286,0.022,0,-16,0.333,0.006
neighborhood,Seattle,Queen Anne,176,837634,0.003,0.545,7,70,0.156,-0.282,0.192,0.004,0.154,1,-0.213,-0.007
neighborhood,Seattle,Rainier Beach,54,267037,-0.001,0.259,31,33,0.182,-0.505,-0.05,-0.013,-0.273,-20,-0.083,-0.037
neighborhood,Seattle,Rainier Valley,448,383647,0,0.395,11,212,0.185,-0.262,0.111,0,-0.045,2,-0.145,-0.029
neighborhood,Seattle,Rainier View,49,259429,-0.004,0.286,19,27,0.123,-0.183,0.087,-0.02,-0.414,-5,0.08,-0.116
neighborhood,Seattle,Ravenna,98,567454,0.072,0.673,7,30,0.118,-0.372,0.079,0.045,0,0,-0.143,0.031
neighborhood,Seattle,Riverview,33,321819,-0.018,0.182,32,19,0.252,-0.083,-0.119,-0.016,-0.152,-10,0.118,-0.003
neighborhood,Seattle,Roosevelt,65,525992,0.019,0.508,5,17,0.168,0.182,0.084,0.012,0.199,5,0.063,0.005
neighborhood,Seattle,Sand Point,10,1090400,0.097,0.9,17,3,0,-0.286,0.204,0.092,0.543,-11,-0.667,-0.019
neighborhood,Seattle,Seaview,48,535715,0.077,0.75,5,16,0.134,-0.36,0.143,0.078,0.443,4,-0.273,-0.14
neighborhood,Seattle,Seward Park,98,507684,-0.001,0.449,12,41,0.187,-0.333,0.041,-0.001,0.082,3,-0.128,0.049
neighborhood,Seattle,Shorewood,158,291099,-0.003,0.329,62,66,0.241,0.039,0.163,-0.006,-0.105,-31,0.015,0.117
neighborhood,Seattle,Skyway,28,260536,0,0.179,40,19,0.277,-0.5,-0.068,-0.01,-0.411,-28,0.056,0.068
neighborhood,Seattle,SoDo,0,,,,,0,,,,,,,,
neighborhood,Seattle,South Beacon Hill,49,293264,0.015,0.469,17,23,0.188,-0.02,0.171,0.024,0.329,14,0.533,0.036
neighborhood,Seattle,South Delridge,80,278906,0.001,0.463,21,18,0.171,0.311,0.192,0.002,0.135,-7,-0.1,-0.024
neighborhood,Seattle,Southeast Magnolia,79,660329,-0.001,0.367,11,23,0.144,-0.319,0.043,-0.01,-0.228,-2,-0.148,-0.078
neighborhood,Seattle,South Lake Union,0,,,,,0,,,,,,,,
neighborhood,Seattle,South Park,40,227161,-0.016,0.275,14,15,0.315,0.538,0.302,-0.022,-0.34,13,0.667,
neighborhood,Seattle,Stevens,91,873945,0.053,0.637,7,27,0.15,0.468,-0.091,0.068,0.379,6,-0.1,-0.019
neighborhood,Seattle,Sunset Hill,93,643821,0.042,0.699,8,23,0.1,0.274,0.005,0.034,0.219,-1,-0.042,-0.027
neighborhood,Seattle,University District,39,719474,0.012,0.513,7,12,0.1,-0.466,0.179,0.003,0.02,0,-0.538,-0.021
neighborhood,Seattle,University Way North East,4,613125,-0.033,0,23,1,0.2,,,,,,,
